frame,track_id,jersey,x1,y1,x2,y2,cx,cy,field_x,field_y
111,591,,283,200,317,267,300,267,0.0,0.0
111,592,,580,340,619,409,599,409,0.0,0.0
111,593,,754,197,780,254,767,254,0.0,0.0
111,594,,55,123,78,180,66,180,0.0,0.0
111,595,,537,79,561,143,549,143,0.0,0.0
111,596,,593,459,651,535,622,535,0.0,0.0
111,597,,587,94,615,156,601,156,0.0,0.0
112,598,,284,198,318,266,301,266,0.0,0.0
112,599,3,755,197,782,253,768,253,0.0,0.0
112,600,,539,78,561,142,550,142,0.0,0.0
112,601,,581,342,623,412,602,412,0.0,0.0
112,602,,57,122,79,180,68,180,0.0,0.0
113,603,,285,197,318,264,301,264,0.0,0.0
113,604,,60,121,81,179,70,179,0.0,0.0
113,605,,755,198,785,253,770,253,0.0,0.0
114,606,,286,196,319,264,302,264,0.0,0.0
114,607,,756,199,787,254,771,254,0.0,0.0
114,608,,597,345,631,414,614,414,0.0,0.0
114,609,,62,123,83,182,72,182,0.0,0.0
114,610,,540,76,561,141,550,141,0.0,0.0
115,611,,287,195,320,263,303,263,0.0,0.0
115,612,,756,199,788,260,772,260,0.0,0.0
115,613,,63,121,87,183,75,183,0.0,0.0
115,614,,540,74,562,139,551,139,0.0,0.0
115,615,,603,347,633,414,618,414,0.0,0.0
115,616,,594,90,618,154,606,154,0.0,0.0
116,617,,286,194,320,262,303,262,0.0,0.0
116,618,,755,199,790,265,772,265,0.0,0.0
116,619,,376,333,415,405,395,405,0.0,0.0
116,620,,64,117,90,182,77,182,0.0,0.0
116,621,,446,323,476,385,461,385,0.0,0.0
117,622,,287,194,320,260,303,260,0.0,0.0
117,623,,384,335,421,408,402,408,0.0,0.0
117,624,,756,199,790,265,773,265,0.0,0.0
117,625,,65,119,92,182,78,182,0.0,0.0
117,626,,450,323,479,384,464,384,0.0,0.0
118,627,,288,192,321,258,304,258,0.0,0.0
118,628,,540,71,563,138,551,138,0.0,0.0
118,629,,67,123,95,180,81,180,0.0,0.0
118,630,,756,200,789,265,772,265,0.0,0.0
118,631,,392,342,427,409,409,409,0.0,0.0
118,632,,663,131,696,194,679,194,0.0,0.0
119,633,,288,190,322,258,305,258,0.0,0.0
119,634,,756,201,787,266,771,266,0.0,0.0
119,635,,398,344,432,409,415,409,0.0,0.0
119,636,,68,123,97,178,82,178,0.0,0.0
119,637,,540,71,564,137,552,137,0.0,0.0
120,638,,289,188,321,256,305,256,0.0,0.0
120,639,,755,203,784,266,769,266,0.0,0.0
120,640,,540,71,563,136,551,136,0.0,0.0
120,641,,404,342,432,408,418,408,0.0,0.0
120,642,,69,120,98,175,83,175,0.0,0.0
121,643,,290,187,323,255,306,255,0.0,0.0
121,644,,464,328,498,397,481,397,0.0,0.0
121,645,,540,69,563,136,551,136,0.0,0.0
121,646,,68,119,100,174,84,174,0.0,0.0
121,647,,408,342,435,406,421,406,0.0,0.0
121,648,,754,204,782,264,768,264,0.0,0.0
122,649,,289,185,324,252,306,252,0.0,0.0
122,650,,412,341,440,406,426,406,0.0,0.0
122,651,,668,120,704,187,686,187,0.0,0.0
122,652,,466,329,501,399,483,399,0.0,0.0
122,653,,540,67,564,135,552,135,0.0,0.0
122,654,,69,118,101,173,85,173,0.0,0.0
123,655,,470,332,503,400,486,400,0.0,0.0
123,656,,290,184,325,251,307,251,0.0,0.0
123,657,,75,115,101,171,88,171,0.0,0.0
123,658,,669,120,708,185,688,185,0.0,0.0
123,659,,540,66,564,133,552,133,0.0,0.0
124,660,,77,112,103,168,90,168,0.0,0.0
124,661,,290,181,326,250,308,250,0.0,0.0
124,662,,418,341,451,410,434,410,0.0,0.0
125,663,,292,180,326,248,309,248,0.0,0.0
125,664,,78,109,104,167,91,167,0.0,0.0
126,665,,294,178,327,246,310,246,0.0,0.0
126,666,,78,107,107,166,92,166,0.0,0.0
127,667,,299,176,328,243,313,243,0.0,0.0
127,668,,82,105,111,162,96,162,0.0,0.0
128,669,,299,174,329,243,314,243,0.0,0.0
128,670,,86,103,112,160,99,160,0.0,0.0
129,671,,301,172,329,241,315,241,0.0,0.0
129,672,,89,99,114,158,101,158,0.0,0.0
130,673,,302,170,330,240,316,240,0.0,0.0
130,674,,91,98,116,157,103,157,0.0,0.0
131,675,,303,169,331,239,317,239,0.0,0.0
131,676,,93,99,119,154,106,154,0.0,0.0
132,677,,304,166,331,236,317,236,0.0,0.0
132,678,,96,97,123,154,109,154,0.0,0.0
132,679,,755,207,784,268,769,268,0.0,0.0
133,680,,305,164,333,234,319,234,0.0,0.0
133,681,,756,207,785,273,770,273,0.0,0.0
133,682,,638,121,667,185,652,185,0.0,0.0
133,683,,701,105,732,168,716,168,0.0,0.0
134,684,,305,163,333,232,319,232,0.0,0.0
134,685,,97,94,131,150,114,150,0.0,0.0
134,686,,703,106,735,167,719,167,0.0,0.0
134,687,,756,206,786,273,771,273,0.0,0.0
135,688,,306,162,334,230,320,230,0.0,0.0
135,689,,95,94,133,149,114,149,0.0,0.0
136,690,,307,159,335,228,321,228,0.0,0.0
136,691,,95,91,136,149,115,149,0.0,0.0
136,692,,755,208,788,275,771,275,0.0,0.0
136,693,,1038,266,1069,333,1053,333,0.0,0.0
137,694,,97,89,136,146,116,146,0.0,0.0
137,695,,307,158,336,227,321,227,0.0,0.0
137,696,,756,209,788,280,772,280,0.0,0.0
137,697,,1040,266,1073,330,1056,330,0.0,0.0
138,698,,308,156,337,226,322,226,0.0,0.0
138,699,,105,87,137,144,121,144,0.0,0.0
139,700,,1044,267,1072,329,1058,329,0.0,0.0
139,701,,111,85,139,143,125,143,0.0,0.0
139,702,,308,154,337,223,322,223,0.0,0.0
140,703,,115,83,140,141,127,141,0.0,0.0
140,704,,1046,267,1073,327,1059,327,0.0,0.0
140,705,,658,108,691,175,674,175,0.0,0.0
141,706,,119,82,142,138,130,138,0.0,0.0
141,707,,661,107,695,175,678,175,0.0,0.0
142,708,,665,108,696,174,680,174,0.0,0.0
142,709,,123,79,145,137,134,137,0.0,0.0
143,710,,124,76,146,134,135,134,0.0,0.0
144,711,,122,73,144,129,133,129,0.0,0.0
144,712,,671,101,703,168,687,168,0.0,0.0
145,713,,1,225,33,287,17,287,0.0,0.0
145,714,,675,96,707,164,691,164,0.0,0.0
145,715,,119,65,144,126,131,126,0.0,0.0
146,716,,0,222,34,288,17,288,0.0,0.0
146,717,,677,93,710,160,693,160,0.0,0.0
146,718,,311,137,342,208,326,208,0.0,0.0
146,719,,118,61,142,125,130,125,0.0,0.0
147,720,,680,88,714,158,697,158,0.0,0.0
147,721,,1074,274,1122,337,1098,337,0.0,0.0
147,722,,116,56,142,123,129,123,0.0,0.0
147,723,,632,27,672,102,652,102,0.0,0.0
147,724,,0,220,35,286,17,286,0.0,0.0
148,725,,1,216,34,285,17,285,0.0,0.0
148,726,,115,52,140,120,127,120,0.0,0.0
148,727,,684,85,717,156,700,156,0.0,0.0
149,728,,3,214,33,284,18,284,0.0,0.0
149,729,,685,79,720,152,702,152,0.0,0.0
149,730,,111,46,140,116,125,116,0.0,0.0
150,731,,691,76,723,151,707,151,0.0,0.0
150,732,,307,122,346,195,326,195,0.0,0.0
150,733,,1101,270,1143,341,1122,341,0.0,0.0
150,734,,109,43,139,112,124,112,0.0,0.0
150,735,,3,212,31,280,17,280,0.0,0.0
150,736,,111,639,151,719,131,719,0.0,0.0
151,737,,693,71,728,146,710,146,0.0,0.0
151,738,,306,117,346,191,326,191,0.0,0.0
151,739,,0,210,30,278,15,278,0.0,0.0
151,740,,1112,270,1150,346,1131,346,0.0,0.0
151,741,,107,39,139,107,123,107,0.0,0.0
151,742,,106,638,146,719,126,719,0.0,0.0
151,743,,157,652,192,719,174,719,0.0,0.0
152,744,,0,208,30,276,15,276,0.0,0.0
152,745,,696,64,734,143,715,143,0.0,0.0
152,746,,305,113,346,187,325,187,0.0,0.0
152,747,,655,301,686,378,670,378,0.0,0.0
152,748,,1113,270,1160,352,1136,352,0.0,0.0
152,749,,102,639,143,718,122,718,0.0,0.0
153,750,,0,206,30,273,15,273,0.0,0.0
153,751,,700,61,737,141,718,141,0.0,0.0
153,752,,305,107,344,184,324,184,0.0,0.0
153,753,,660,302,693,380,676,380,0.0,0.0
153,754,,98,640,139,719,118,719,0.0,0.0
153,755,,781,190,812,273,796,273,0.0,0.0
154,756,,705,56,742,136,723,136,0.0,0.0
154,757,,305,102,341,179,323,179,0.0,0.0
154,758,,98,24,129,90,113,90,0.0,0.0
154,759,,665,302,701,382,683,382,0.0,0.0
154,760,,782,187,817,275,799,275,0.0,0.0
154,761,,543,393,576,493,559,493,0.0,0.0
155,762,,302,98,340,176,321,176,0.0,0.0
155,763,,708,51,747,132,727,132,0.0,0.0
155,764,,96,17,123,85,109,85,0.0,0.0
155,765,,674,303,707,380,690,380,0.0,0.0
155,766,,436,368,471,441,453,441,0.0,0.0
155,767,,1142,274,1198,361,1170,361,0.0,0.0
155,768,,0,200,22,263,11,263,0.0,0.0
155,769,,785,187,816,274,800,274,0.0,0.0
156,770,,301,91,339,173,320,173,0.0,0.0
156,771,,714,45,752,127,733,127,0.0,0.0
156,772,,94,12,121,80,107,80,0.0,0.0
156,773,,0,197,20,268,10,268,0.0,0.0
156,774,,785,185,820,273,802,273,0.0,0.0
156,775,,680,303,713,380,696,380,0.0,0.0
157,776,,0,192,20,271,10,271,0.0,0.0
157,777,,91,4,118,73,104,73,0.0,0.0
157,778,,719,39,757,122,738,122,0.0,0.0
157,779,,688,300,720,380,704,380,0.0,0.0
157,780,,303,86,338,168,320,168,0.0,0.0
158,781,,0,191,20,270,10,270,0.0,0.0
158,782,,89,1,117,70,103,70,0.0,0.0
158,783,,1155,272,1279,357,1217,357,0.0,0.0
158,784,,690,299,725,382,707,382,0.0,0.0
158,785,,723,35,758,119,740,119,0.0,0.0
158,786,,799,399,837,485,818,485,0.0,0.0
159,787,,0,186,19,268,9,268,0.0,0.0
159,788,,1166,276,1279,356,1222,356,0.0,0.0
159,789,,85,0,114,63,99,63,0.0,0.0
159,790,,807,399,847,488,827,488,0.0,0.0
159,791,,695,296,732,382,713,382,0.0,0.0
159,792,,297,74,334,160,315,160,0.0,0.0
159,793,,729,28,764,113,746,113,0.0,0.0
159,794,,437,361,474,444,455,444,0.0,0.0
159,795,,70,648,117,719,93,719,0.0,0.0
159,796,,794,3,828,90,811,90,0.0,0.0
160,797,,1176,275,1279,352,1227,352,0.0,0.0
160,798,,81,0,110,56,95,56,0.0,0.0
160,799,,300,69,333,153,316,153,0.0,0.0
160,800,,816,399,855,495,835,495,0.0,0.0
160,801,,0,180,15,265,7,265,0.0,0.0
160,802,,734,20,769,106,751,106,0.0,0.0
160,803,,437,359,475,442,456,442,0.0,0.0
160,804,,699,295,741,387,720,387,0.0,0.0
160,805,,767,406,805,487,786,487,0.0,0.0
160,806,,793,174,831,261,812,261,0.0,0.0
160,807,,615,445,656,543,635,543,0.0,0.0
160,808,,63,649,113,719,88,719,0.0,0.0
161,809,,824,402,866,503,845,503,0.0,0.0
161,810,,299,62,331,149,315,149,0.0,0.0
161,811,,849,328,916,380,882,380,0.0,0.0
161,812,,1187,273,1255,360,1221,360,0.0,0.0
161,813,,77,0,105,47,91,47,0.0,0.0
161,814,,741,15,776,102,758,102,0.0,0.0
161,815,,793,170,837,258,815,258,0.0,0.0
161,816,,56,652,109,719,82,719,0.0,0.0
161,817,,773,405,812,489,792,489,0.0,0.0
161,818,,437,357,476,442,456,442,0.0,0.0
161,819,,842,0,870,74,856,74,0.0,0.0
161,820,,616,447,657,546,636,546,0.0,0.0
161,821,,638,358,676,459,657,459,0.0,0.0
162,822,,833,404,878,509,855,509,0.0,0.0
162,823,,860,324,924,378,892,378,0.0,0.0
162,824,,745,7,783,94,764,94,0.0,0.0
162,825,,1200,273,1270,366,1235,366,0.0,0.0
162,826,,298,53,329,143,313,143,0.0,0.0
162,827,,73,0,100,39,86,39,0.0,0.0
162,828,,775,404,815,491,795,491,0.0,0.0
162,829,,792,167,843,255,817,255,0.0,0.0
162,830,,711,295,755,387,733,387,0.0,0.0
162,831,,626,447,660,545,643,545,0.0,0.0
162,832,,436,355,476,440,456,440,0.0,0.0
162,833,,47,654,100,719,73,719,0.0,0.0
163,834,,869,320,934,377,901,377,0.0,0.0
163,835,,1212,273,1279,370,1245,370,0.0,0.0
163,836,,843,405,890,515,866,515,0.0,0.0
163,837,,296,45,328,136,312,136,0.0,0.0
163,838,,750,0,789,90,769,90,0.0,0.0
163,839,,40,656,97,719,68,719,0.0,0.0
163,840,,780,403,817,494,798,494,0.0,0.0
163,841,,71,0,95,34,83,34,0.0,0.0
163,842,,628,445,660,547,644,547,0.0,0.0
163,843,,798,165,847,254,822,254,0.0,0.0
163,844,,435,352,475,438,455,438,0.0,0.0
164,845,,878,315,942,374,910,374,0.0,0.0
164,846,,852,407,900,516,876,516,0.0,0.0
164,847,,1225,272,1279,370,1252,370,0.0,0.0
164,848,,296,37,325,129,310,129,0.0,0.0
164,849,,756,0,797,83,776,83,0.0,0.0
164,850,,782,401,822,497,802,497,0.0,0.0
164,851,,35,658,89,719,62,719,0.0,0.0
164,852,,627,446,664,549,645,549,0.0,0.0
164,853,,733,294,766,383,749,383,0.0,0.0
164,854,,435,349,475,436,455,436,0.0,0.0
165,855,,787,400,828,512,807,512,0.0,0.0
165,856,,890,312,952,371,921,371,0.0,0.0
165,857,,860,411,911,524,885,524,0.0,0.0
165,858,,294,28,324,123,309,123,0.0,0.0
165,859,,760,0,802,77,781,77,0.0,0.0
165,860,,738,291,775,380,756,380,0.0,0.0
165,861,,435,346,476,435,455,435,0.0,0.0
165,862,,630,446,667,554,648,554,0.0,0.0
165,863,,800,154,857,255,828,255,0.0,0.0
166,864,,874,413,921,525,897,525,0.0,0.0
166,865,,899,304,963,367,931,367,0.0,0.0
166,866,,789,401,834,514,811,514,0.0,0.0
166,867,,746,286,783,381,764,381,0.0,0.0
166,868,,436,343,476,435,456,435,0.0,0.0
166,869,,293,18,324,117,308,117,0.0,0.0
166,870,,536,386,582,498,559,498,0.0,0.0
166,871,,589,385,630,485,609,485,0.0,0.0
166,872,,631,445,669,559,650,559,0.0,0.0
166,873,,805,153,863,252,834,252,0.0,0.0
166,874,,661,355,703,463,682,463,0.0,0.0
166,875,,19,664,77,718,48,718,0.0,0.0
167,876,,886,415,935,527,910,527,0.0,0.0
167,877,,793,400,838,515,815,515,0.0,0.0
167,878,,906,299,974,362,940,362,0.0,0.0
167,879,,752,283,789,384,770,384,0.0,0.0
167,880,,529,383,582,498,555,498,0.0,0.0
167,881,,435,340,476,434,455,434,0.0,0.0
167,882,,292,10,323,111,307,111,0.0,0.0
167,883,,809,140,868,248,838,248,0.0,0.0
167,884,,594,385,634,490,614,490,0.0,0.0
167,885,,667,353,708,460,687,460,0.0,0.0
167,886,,630,445,672,561,651,561,0.0,0.0
168,887,,916,291,988,360,952,360,0.0,0.0
168,888,,895,419,946,526,920,526,0.0,0.0
168,889,,527,380,586,501,556,501,0.0,0.0
168,890,,289,3,323,102,306,102,0.0,0.0
168,891,,799,402,843,515,821,515,0.0,0.0
168,892,,436,336,476,435,456,435,0.0,0.0
168,893,,816,143,867,243,841,243,0.0,0.0
168,894,,759,280,797,383,778,383,0.0,0.0
168,895,,640,375,683,460,661,460,0.0,0.0
168,896,,597,387,633,491,615,491,0.0,0.0
168,897,,672,350,711,457,691,457,0.0,0.0
168,898,,409,608,466,718,437,718,0.0,0.0
168,899,,633,445,678,560,655,560,0.0,0.0
169,900,,906,418,957,527,931,527,0.0,0.0
169,901,,816,132,868,238,842,238,0.0,0.0
169,902,,522,379,585,499,553,499,0.0,0.0
169,903,,435,333,476,434,455,434,0.0,0.0
169,904,3,287,0,322,97,304,97,0.0,0.0
169,905,,765,277,804,383,784,383,0.0,0.0
169,906,,412,610,468,719,440,719,0.0,0.0
169,907,,803,403,848,513,825,513,0.0,0.0
169,908,,636,445,685,560,660,560,0.0,0.0
169,909,,674,347,716,456,695,456,0.0,0.0
169,910,,597,388,638,487,617,487,0.0,0.0
170,911,,917,418,967,525,942,525,0.0,0.0
170,912,8,283,0,320,87,301,87,0.0,0.0
170,913,,806,403,854,514,830,514,0.0,0.0
170,914,,771,275,814,385,792,385,0.0,0.0
170,915,,519,376,586,500,552,500,0.0,0.0
170,916,,433,329,475,433,454,433,0.0,0.0
170,917,,412,611,470,719,441,719,0.0,0.0
170,918,,821,136,869,233,845,233,0.0,0.0
170,919,,678,345,721,457,699,457,0.0,0.0
170,920,,372,405,426,478,399,478,0.0,0.0
170,921,,651,377,696,489,673,489,0.0,0.0
170,922,,642,445,688,562,665,562,0.0,0.0
170,923,,603,389,641,487,622,487,0.0,0.0
170,924,,452,523,563,576,507,576,0.0,0.0
171,925,,927,419,980,538,953,538,0.0,0.0
171,926,4,280,0,321,77,300,77,0.0,0.0
171,927,,415,613,472,719,443,719,0.0,0.0
171,928,,943,271,1019,349,981,349,0.0,0.0
171,929,,523,373,589,497,556,497,0.0,0.0
171,930,,432,327,475,428,453,428,0.0,0.0
171,931,,823,127,875,231,849,231,0.0,0.0
171,932,,642,444,685,563,663,563,0.0,0.0
171,933,,810,403,861,516,835,516,0.0,0.0
171,934,,777,272,823,384,800,384,0.0,0.0
171,935,,603,390,650,501,626,501,0.0,0.0
171,936,,682,339,726,457,704,457,0.0,0.0
171,937,,416,424,496,492,456,492,0.0,0.0
171,938,,371,403,423,475,397,475,0.0,0.0
172,939,,938,420,992,550,965,550,0.0,0.0
172,940,,415,613,474,719,444,719,0.0,0.0
172,941,,432,321,476,426,454,426,0.0,0.0
172,942,,785,270,832,383,808,383,0.0,0.0
172,943,,958,265,1030,348,994,348,0.0,0.0
172,944,,816,403,868,515,842,515,0.0,0.0
172,945,,527,371,591,495,559,495,0.0,0.0
172,946,,825,118,880,228,852,228,0.0,0.0
172,947,,279,0,322,68,300,68,0.0,0.0
172,948,,644,442,689,563,666,563,0.0,0.0
172,949,,402,422,496,492,449,492,0.0,0.0
173,950,,950,423,1005,556,977,556,0.0,0.0
173,951,,969,261,1042,344,1005,344,0.0,0.0
173,952,,418,615,475,719,446,719,0.0,0.0
173,953,,792,267,839,378,815,378,0.0,0.0
173,954,,822,401,874,516,848,516,0.0,0.0
173,955,,530,369,592,496,561,496,0.0,0.0
173,956,,432,320,475,423,453,423,0.0,0.0
173,957,,833,116,886,224,859,224,0.0,0.0
173,958,,645,441,692,565,668,565,0.0,0.0
173,959,,158,657,200,719,179,719,0.0,0.0
174,960,,962,426,1021,566,991,566,0.0,0.0
174,961,,430,315,476,421,453,421,0.0,0.0
174,962,,531,365,594,496,562,496,0.0,0.0
174,963,,803,263,849,376,826,376,0.0,0.0
174,964,,828,399,882,521,855,521,0.0,0.0
174,965,,419,615,477,719,448,719,0.0,0.0
174,966,,834,103,893,224,863,224,0.0,0.0
174,967,,647,440,695,564,671,564,0.0,0.0
174,968,,977,253,1050,339,1013,339,0.0,0.0
174,969,,451,523,570,579,510,579,0.0,0.0
174,970,,619,402,663,504,641,504,0.0,0.0
174,971,,152,661,195,719,173,719,0.0,0.0
174,972,,274,1,318,51,296,51,0.0,0.0
174,973,,402,411,490,490,446,490,0.0,0.0
175,974,,973,430,1033,571,1003,571,0.0,0.0
175,975,,835,95,900,219,867,219,0.0,0.0
175,976,,831,396,888,527,859,527,0.0,0.0
175,977,,983,246,1062,334,1022,334,0.0,0.0
175,978,,429,312,475,420,452,420,0.0,0.0
175,979,,530,361,593,496,561,496,0.0,0.0
175,980,,650,439,697,566,673,566,0.0,0.0
175,981,,813,258,858,374,835,374,0.0,0.0
175,982,,451,523,571,581,511,581,0.0,0.0
175,983,,420,615,478,719,449,719,0.0,0.0
175,984,,147,663,191,719,169,719,0.0,0.0
175,985,,620,403,669,526,644,526,0.0,0.0
175,986,,366,392,426,475,396,475,0.0,0.0
175,987,,271,0,317,43,294,43,0.0,0.0
176,988,,984,434,1047,575,1015,575,0.0,0.0
176,989,,833,394,895,527,864,527,0.0,0.0
176,990,,824,253,870,372,847,372,0.0,0.0
176,991,,428,307,474,418,451,418,0.0,0.0
176,992,,648,438,701,566,674,566,0.0,0.0
176,993,,451,523,574,581,512,581,0.0,0.0
176,994,,533,358,593,495,563,495,0.0,0.0
176,995,,420,616,480,719,450,719,0.0,0.0
176,996,,143,665,185,719,164,719,0.0,0.0
176,997,,840,91,902,228,871,228,0.0,0.0
176,998,,423,406,489,486,456,486,0.0,0.0
176,999,,1003,239,1074,328,1038,328,0.0,0.0
176,1000,,363,388,427,476,395,476,0.0,0.0
176,1001,,690,380,749,508,719,508,0.0,0.0
177,1002,,999,436,1062,575,1030,575,0.0,0.0
177,1003,,427,302,475,414,451,414,0.0,0.0
177,1004,,536,355,593,492,564,492,0.0,0.0
177,1005,,450,521,576,582,513,582,0.0,0.0
177,1006,,838,392,901,526,869,526,0.0,0.0
177,1007,,832,247,881,372,856,372,0.0,0.0
177,1008,,653,439,705,568,679,568,0.0,0.0
177,1009,,137,666,182,719,159,719,0.0,0.0
177,1010,,358,384,423,475,390,475,0.0,0.0
177,1011,,625,401,678,536,651,536,0.0,0.0
177,1012,,422,404,489,484,455,484,0.0,0.0
177,1013,,421,619,482,719,451,719,0.0,0.0
177,1014,,696,379,757,514,726,514,0.0,0.0
177,1015,,1008,231,1088,320,1048,320,0.0,0.0
178,1016,,1010,437,1077,574,1043,574,0.0,0.0
178,1017,,841,390,905,529,873,529,0.0,0.0
178,1018,,840,241,891,370,865,370,0.0,0.0
178,1019,,536,352,592,491,564,491,0.0,0.0
178,1020,,449,519,580,583,514,583,0.0,0.0
178,1021,,426,297,476,410,451,410,0.0,0.0
178,1022,,630,403,682,545,656,545,0.0,0.0
178,1023,,421,401,489,483,455,483,0.0,0.0
178,1024,,132,669,177,719,154,719,0.0,0.0
178,1025,,357,381,426,474,391,474,0.0,0.0
178,1026,,658,436,709,568,683,568,0.0,0.0
178,1027,,419,619,485,719,452,719,0.0,0.0
178,1028,,859,112,905,218,882,218,0.0,0.0
179,1029,,1025,437,1094,576,1059,576,0.0,0.0
179,1030,,846,392,909,527,877,527,0.0,0.0
179,1031,,849,236,904,369,876,369,0.0,0.0
179,1032,,537,347,591,489,564,489,0.0,0.0
179,1033,,424,293,474,404,449,404,0.0,0.0
179,1034,,355,376,421,474,388,474,0.0,0.0
179,1035,,448,520,582,583,515,583,0.0,0.0
179,1036,,418,396,490,482,454,482,0.0,0.0
179,1037,,419,620,486,719,452,719,0.0,0.0
179,1038,,125,671,169,719,147,719,0.0,0.0
179,1039,,709,369,770,526,739,526,0.0,0.0
179,1040,,633,401,684,547,658,547,0.0,0.0
179,1041,,662,435,713,569,687,569,0.0,0.0
